,datetime
19599,6115
19600,6119
19601,6123
19602,6127
19603,6131
19604,6135
19605,6139
19606,6143
19607,6147
19608,6056
19609,6060
19610,6064
19611,6068
19612,6072
19613,6076
19614,6080
19615,6084
19616,6088
19617,6092
19618,6096
19619,6100
19620,6104
19621,6108
19622,6112
19623,6116
19624,6120
19625,6124
19626,6128
19627,6132
19628,6136
19629,6140
19630,6144
19631,6148
19632,6057
19633,6061
19634,6065
19635,6069
19636,6073
19637,6077
19638,6081
19639,6085
19640,6089
19641,6093
19642,6097
19643,6101
19644,6105
19645,6109
19646,6113
19647,6117
19648,6121
19649,6125
19650,6129
19651,6133
19652,6137
19653,6141
19654,6145
19655,6149
19656,6058
19657,6062
19658,6066
19659,6070
19660,6074
19661,6078
19662,6082
19663,6086
19664,6090
19665,6094
19666,6098
19667,6102
19668,6106
19669,6110
19670,6114
19671,6118
19672,6122
19673,6126
19674,6130
19675,6134
19676,6138
19677,6142
19678,6146
19679,6150
19680,6030
19681,6034
19682,6038
19683,6042
19684,6046
19685,6050
19686,6054
19687,6058
19688,6062
19689,6066
19690,6070
19691,6074
19692,6078
19693,6082
19694,6086
19695,6090
19696,6094
19697,6098
19698,6102
19699,6106
19700,6110
19701,6114
19702,6118
19703,6122
19704,6031
19705,6035
19706,6039
19707,6043
19708,6047
19709,6051
19710,6055
19711,6059
19712,6063
19713,6067
19714,6071
19715,6075
19716,6079
19717,6083
19718,6087
19719,6091
19720,6095
19721,6099
19722,6103
19723,6107
19724,6111
19725,6115
19726,6119
19727,6123
19728,6032
19729,6036
19730,6040
19731,6044
19732,6048
19733,6052
19734,6056
19735,6060
19736,6064
19737,6068
19738,6072
19739,6076
19740,6080
19741,6084
19742,6088
19743,6092
19744,6096
19745,6100
19746,6104
19747,6108
19748,6112
19749,6116
19750,6120
19751,6124
19752,6033
19753,6037
19754,6041
19755,6045
19756,6049
19757,6053
19758,6057
19759,6061
19760,6065
19761,6069
19762,6073
19763,6077
19764,6081
19765,6085
19766,6089
19767,6093
19768,6097
19769,6101
19770,6105
19771,6109
19772,6113
19773,6117
19774,6121
19775,6125
19776,6034
19777,6038
19778,6042
19779,6046
19780,6050
19781,6054
19782,6058
19783,6062
19784,6066
19785,6070
19786,6074
19787,6078
19788,6082
19789,6086
19790,6090
19791,6094
19792,6098
19793,6102
19794,6106
19795,6110
19796,6114
19797,6118
19798,6122
19799,6126
19800,6035
19801,6039
19802,6043
19803,6047
19804,6051
19805,6055
19806,6059
19807,6063
19808,6067
19809,6071
19810,6075
19811,6079
19812,6083
19813,6087
19814,6091
19815,6095
19816,6099
19817,6103
19818,6107
19819,6111
19820,6115
19821,6119
19822,6123
19823,6127
19824,6036
19825,6040
19826,6044
19827,6048
19828,6052
19829,6056
19830,6060
19831,6064
19832,6068
19833,6072
19834,6076
19835,6080
19836,6084
19837,6088
19838,6092
19839,6096
19840,6100
19841,6104
19842,6108
19843,6112
19844,6116
19845,6120
19846,6124
19847,6128
19848,6037
19849,6041
19850,6045
19851,6049
19852,6053
19853,6057
19854,6061
19855,6065
19856,6069
19857,6073
19858,6077
19859,6081
19860,6085
19861,6089
19862,6093
19863,6097
19864,6101
19865,6105
19866,6109
19867,6113
19868,6117
19869,6121
19870,6125
19871,6129
19872,6038
19873,6042
19874,6046
19875,6050
19876,6054
19877,6058
19878,6062
19879,6066
19880,6070
19881,6074
19882,6078
19883,6082
19884,6086
19885,6090
19886,6094
19887,6098
19888,6102
19889,6106
19890,6110
19891,6114
19892,6118
19893,6122
19894,6126
19895,6130
19896,6039
19897,6043
19898,6047
19899,6051
19900,6055
19901,6059
19902,6063
19903,6067
19904,6071
19905,6075
19906,6079
19907,6083
19908,6087
19909,6091
19910,6095
19911,6099
19912,6103
19913,6107
19914,6111
19915,6115
19916,6119
19917,6123
19918,6127
19919,6131
19920,6040
19921,6044
19922,6048
19923,6052
19924,6056
19925,6060
19926,6064
19927,6068
19928,6072
19929,6076
19930,6080
19931,6084
19932,6088
19933,6092
19934,6096
19935,6100
19936,6104
19937,6108
19938,6112
19939,6116
19940,6120
19941,6124
19942,6128
19943,6132
19944,6041
19945,6045
19946,6049
19947,6053
19948,6057
19949,6061
19950,6065
19951,6069
19952,6073
19953,6077
19954,6081
19955,6085
19956,6089
19957,6093
19958,6097
19959,6101
19960,6105
19961,6109
19962,6113
19963,6117
19964,6121
19965,6125
19966,6129
19967,6133
19968,6042
19969,6046
19970,6050
19971,6054
19972,6058
19973,6062
19974,6066
19975,6070
19976,6074
19977,6078
19978,6082
19979,6086
19980,6090
19981,6094
19982,6098
19983,6102
19984,6106
19985,6110
19986,6114
19987,6118
19988,6122
19989,6126
19990,6130
19991,6134
19992,6043
19993,6047
19994,6051
19995,6055
19996,6059
19997,6063
19998,6067
19999,6071
20000,6075
20001,6079
20002,6083
20003,6087
20004,6091
20005,6095
20006,6099
20007,6103
20008,6107
20009,6111
20010,6115
20011,6119
20012,6123
20013,6127
20014,6131
20015,6135
20016,6044
20017,6048
20018,6052
20019,6056
20020,6060
20021,6064
20022,6068
20023,6072
20024,6076
20025,6080
20026,6084
20027,6088
20028,6092
20029,6096
20030,6100
20031,6104
20032,6108
20033,6112
20034,6116
20035,6120
20036,6124
20037,6128
20038,6132
20039,6136
20040,6045
20041,6049
20042,6053
20043,6057
20044,6061
20045,6065
20046,6069
20047,6073
20048,6077
20049,6081
20050,6085
20051,6089
20052,6093
20053,6097
20054,6101
20055,6105
20056,6109
20057,6113
20058,6117
20059,6121
20060,6125
20061,6129
20062,6133
20063,6137
20064,6046
20065,6050
20066,6054
20067,6058
20068,6062
20069,6066
20070,6070
20071,6074
20072,6078
20073,6082
20074,6086
20075,6090
20076,6094
20077,6098
20078,6102
20079,6106
20080,6110
20081,6114
20082,6118
20083,6122
20084,6126
20085,6130
20086,6134
20087,6138
20088,6047
20089,6051
20090,6055
20091,6059
20092,6063
20093,6067
20094,6071
20095,6075
20096,6079
20097,6083
20098,6087
20099,6091
20100,6095
20101,6099
20102,6103
20103,6107
20104,6111
20105,6115
20106,6119
20107,6123
20108,6127
20109,6131
20110,6135
20111,6139
20112,6048
20113,6052
20114,6056
20115,6060
20116,6064
20117,6068
20118,6072
20119,6076
20120,6080
20121,6084
20122,6088
20123,6092
20124,6096
20125,6100
20126,6104
20127,6108
20128,6112
20129,6116
20130,6120
20131,6124
20132,6128
20133,6132
20134,6136
20135,6140
20136,6049
20137,6053
20138,6057
20139,6061
20140,6065
20141,6069
20142,6073
20143,6077
20144,6081
20145,6085
20146,6089
20147,6093
20148,6097
20149,6101
20150,6105
20151,6109
20152,6113
20153,6117
20154,6121
20155,6125
20156,6129
20157,6133
20158,6137
20159,6141
20160,6050
20161,6054
20162,6058
20163,6062
20164,6066
20165,6070
20166,6074
20167,6078
20168,6082
20169,6086
20170,6090
20171,6094
20172,6098
20173,6102
20174,6106
20175,6110
20176,6114
20177,6118
20178,6122
20179,6126
20180,6130
20181,6134
20182,6138
20183,6142
20184,6051
20185,6055
20186,6059
20187,6063
20188,6067
20189,6071
20190,6075
20191,6079
20192,6083
20193,6087
20194,6091
20195,6095
20196,6099
20197,6103
20198,6107
20199,6111
20200,6115
20201,6119
20202,6123
20203,6127
20204,6131
20205,6135
20206,6139
20207,6143
20208,6052
20209,6056
20210,6060
20211,6064
20212,6068
20213,6072
20214,6076
20215,6080
20216,6084
20217,6088
20218,6092
20219,6096
20220,6100
20221,6104
20222,6108
20223,6112
20224,6116
20225,6120
20226,6124
20227,6128
20228,6132
20229,6136
20230,6140
20231,6144
20232,6053
20233,6057
20234,6061
20235,6065
20236,6069
20237,6073
20238,6077
20239,6081
20240,6085
20241,6089
20242,6093
20243,6097
20244,6101
20245,6105
20246,6109
20247,6113
20248,6117
20249,6121
20250,6125
20251,6129
20252,6133
20253,6137
20254,6141
20255,6145
20256,6054
20257,6058
20258,6062
20259,6066
20260,6070
20261,6074
20262,6078
20263,6082
20264,6086
20265,6090
20266,6094
20267,6098
20268,6102
20269,6106
20270,6110
20271,6114
20272,6118
20273,6122
20274,6126
20275,6130
20276,6134
20277,6138
20278,6142
20279,6146
20280,6055
20281,6059
20282,6063
20283,6067
20284,6071
20285,6075
20286,6079
20287,6083
20288,6087
20289,6091
20290,6095
20291,6099
20292,6103
20293,6107
20294,6111
20295,6115
20296,6119
20297,6123
20298,6127
20299,6131
20300,6135
20301,6139
20302,6143
20303,6147
20304,6056
20305,6060
20306,6064
20307,6068
20308,6072
20309,6076
20310,6080
20311,6084
20312,6088
20313,6092
20314,6096
20315,6100
20316,6104
20317,6108
20318,6112
20319,6116
20320,6120
20321,6124
20322,6128
20323,6132
20324,6136
20325,6140
20326,6144
20327,6148
20328,6057
20329,6061
20330,6065
20331,6069
20332,6073
20333,6077
20334,6081
20335,6085
20336,6089
20337,6093
20338,6097
20339,6101
20340,6105
20341,6109
20342,6113
20343,6117
20344,6121
20345,6125
20346,6129
20347,6133
20348,6137
20349,6141
20350,6145
20351,6149
20352,6058
20353,6062
20354,6066
20355,6070
20356,6074
20357,6078
20358,6082
20359,6086
20360,6090
20361,6094
20362,6098
20363,6102
20364,6106
20365,6110
20366,6114
20367,6118
20368,6122
20369,6126
20370,6130
20371,6134
20372,6138
20373,6142
20374,6146
20375,6150
20376,6059
20377,6063
20378,6067
20379,6071
20380,6075
20381,6079
20382,6083
20383,6087
20384,6091
20385,6095
20386,6099
20387,6103
20388,6107
20389,6111
20390,6115
20391,6119
20392,6123
20393,6127
20394,6131
20395,6135
20396,6139
20397,6143
20398,6147
20399,6151
20400,6032
20401,6036
20402,6040
20403,6044
20404,6048
20405,6052
20406,6056
20407,6060
20408,6064
20409,6068
20410,6072
20411,6076
20412,6080
20413,6084
20414,6088
20415,6092
20416,6096
20417,6100
20418,6104
20419,6108
20420,6112
20421,6116
20422,6120
20423,6124
20424,6033
20425,6037
20426,6041
20427,6045
20428,6049
20429,6053
20430,6057
20431,6061
20432,6065
20433,6069
20434,6073
20435,6077
20436,6081
20437,6085
20438,6089
20439,6093
20440,6097
20441,6101
20442,6105
20443,6109
20444,6113
20445,6117
20446,6121
20447,6125
20448,6034
20449,6038
20450,6042
20451,6046
20452,6050
20453,6054
20454,6058
20455,6062
20456,6066
20457,6070
20458,6074
20459,6078
20460,6082
20461,6086
20462,6090
20463,6094
20464,6098
20465,6102
20466,6106
20467,6110
20468,6114
20469,6118
20470,6122
20471,6126
20472,6035
20473,6039
20474,6043
20475,6047
20476,6051
20477,6055
20478,6059
20479,6063
20480,6067
20481,6071
20482,6075
20483,6079
20484,6083
20485,6087
20486,6091
20487,6095
20488,6099
20489,6103
20490,6107
20491,6111
20492,6115
20493,6119
20494,6123
20495,6127
20496,6036
20497,6040
20498,6044
20499,6048
20500,6052
20501,6056
20502,6060
20503,6064
20504,6068
20505,6072
20506,6076
20507,6080
20508,6084
20509,6088
20510,6092
20511,6096
20512,6100
20513,6104
20514,6108
20515,6112
20516,6116
20517,6120
20518,6124
20519,6128
20520,6037
20521,6041
20522,6045
20523,6049
20524,6053
20525,6057
20526,6061
20527,6065
20528,6069
20529,6073
20530,6077
20531,6081
20532,6085
20533,6089
20534,6093
20535,6097
20536,6101
20537,6105
20538,6109
20539,6113
20540,6117
20541,6121
20542,6125
20543,6129
20544,6038
20545,6042
20546,6046
20547,6050
20548,6054
20549,6058
20550,6062
20551,6066
20552,6070
20553,6074
20554,6078
20555,6082
20556,6086
20557,6090
20558,6094
20559,6098
20560,6102
20561,6106
20562,6110
20563,6114
20564,6118
20565,6122
20566,6126
20567,6130
20568,6039
20569,6043
20570,6047
20571,6051
20572,6055
20573,6059
20574,6063
20575,6067
20576,6071
20577,6075
20578,6079
20579,6083
20580,6087
20581,6091
20582,6095
20583,6099
20584,6103
20585,6107
20586,6111
20587,6115
20588,6119
20589,6123
20590,6127
20591,6131
20592,6040
20593,6044
20594,6048
20595,6052
20596,6056
20597,6060
20598,6064
20599,6068
20600,6072
20601,6076
20602,6080
20603,6084
20604,6088
20605,6092
20606,6096
20607,6100
20608,6104
20609,6108
20610,6112
20611,6116
20612,6120
20613,6124
20614,6128
20615,6132
20616,6041
20617,6045
20618,6049
20619,6053
20620,6057
20621,6061
20622,6065
20623,6069
20624,6073
20625,6077
20626,6081
20627,6085
20628,6089
20629,6093
20630,6097
20631,6101
20632,6105
20633,6109
20634,6113
20635,6117
20636,6121
20637,6125
20638,6129
20639,6133
20640,6042
20641,6046
20642,6050
20643,6054
20644,6058
20645,6062
20646,6066
20647,6070
20648,6074
20649,6078
20650,6082
20651,6086
20652,6090
20653,6094
20654,6098
20655,6102
20656,6106
20657,6110
20658,6114
20659,6118
20660,6122
20661,6126
20662,6130
20663,6134
20664,6043
20665,6047
20666,6051
20667,6055
20668,6059
20669,6063
20670,6067
20671,6071
20672,6075
20673,6079
20674,6083
20675,6087
20676,6091
20677,6095
20678,6099
20679,6103
20680,6107
20681,6111
20682,6115
20683,6119
20684,6123
20685,6127
20686,6131
20687,6135
20688,6044
20689,6048
20690,6052
20691,6056
20692,6060
20693,6064
20694,6068
20695,6072
20696,6076
20697,6080
20698,6084
20699,6088
20700,6092
20701,6096
20702,6100
20703,6104
20704,6108
20705,6112
20706,6116
20707,6120
20708,6124
20709,6128
20710,6132
20711,6136
20712,6045
20713,6049
20714,6053
20715,6057
20716,6061
20717,6065
20718,6069
20719,6073
20720,6077
20721,6081
20722,6085
20723,6089
20724,6093
20725,6097
20726,6101
20727,6105
20728,6109
20729,6113
20730,6117
20731,6121
20732,6125
20733,6129
20734,6133
20735,6137
20736,6046
20737,6050
20738,6054
20739,6058
20740,6062
20741,6066
20742,6070
20743,6074
20744,6078
20745,6082
20746,6086
20747,6090
20748,6094
20749,6098
20750,6102
20751,6106
20752,6110
20753,6114
20754,6118
20755,6122
20756,6126
20757,6130
20758,6134
20759,6138
20762,6055
20763,6059
20764,6063
20765,6067
20766,6071
20767,6075
20768,6079
20769,6083
20770,6087
20771,6091
20772,6095
20773,6099
20774,6103
20775,6107
20776,6111
20777,6115
20778,6119
20779,6123
20780,6127
20781,6131
20782,6135
20783,6139
20784,6048
20785,6052
20786,6056
20787,6060
20788,6064
20789,6068
20790,6072
20791,6076
20792,6080
20793,6084
20794,6088
20795,6092
20796,6096
20797,6100
20798,6104
20799,6108
20800,6112
20801,6116
20802,6120
20803,6124
20804,6128
20805,6132
20806,6136
20807,6140
20808,6049
20809,6053
20810,6057
20811,6061
20812,6065
20813,6069
20814,6073
20815,6077
20816,6081
20817,6085
20818,6089
20819,6093
20820,6097
20821,6101
20822,6105
20823,6109
20824,6113
20825,6117
20826,6121
20827,6125
20828,6129
20829,6133
20830,6137
20831,6141
20832,6050
20833,6054
20834,6058
20835,6062
20836,6066
20837,6070
20838,6074
20839,6078
20840,6082
20841,6086
20842,6090
20843,6094
20844,6098
20845,6102
20846,6106
20847,6110
20848,6114
20849,6118
20850,6122
20851,6126
20852,6130
20853,6134
20854,6138
20855,6142
20856,6051
20857,6055
20858,6059
20859,6063
20860,6067
20861,6071
20862,6075
20863,6079
20864,6083
20865,6087
20866,6091
20867,6095
20868,6099
20869,6103
20870,6107
20871,6111
20872,6115
20873,6119
20874,6123
20875,6127
20876,6131
20877,6135
20878,6139
20879,6143
20880,6052
20881,6056
20882,6060
20883,6064
20884,6068
20885,6072
20886,6076
20887,6080
20888,6084
20889,6088
20890,6092
20891,6096
20892,6100
20893,6104
20894,6108
20895,6112
20896,6116
20897,6120
20898,6124
20899,6128
20900,6132
20901,6136
20902,6140
20903,6144
20904,6053
20905,6057
20906,6061
20907,6065
20908,6069
20909,6073
20910,6077
20911,6081
20912,6085
20913,6089
20914,6093
20915,6097
20916,6101
20917,6105
20918,6109
20919,6113
20920,6117
20921,6121
20922,6125
20923,6129
20924,6133
20925,6137
20926,6141
20927,6145
20928,6054
20929,6058
20930,6062
20931,6066
20932,6070
20933,6074
20934,6078
20935,6082
20936,6086
20937,6090
20938,6094
20939,6098
20940,6102
20941,6106
20942,6110
20943,6114
20944,6118
20945,6122
20946,6126
20947,6130
20948,6134
20949,6138
20950,6142
20951,6146
20952,6055
20953,6059
20954,6063
20955,6067
20956,6071
20957,6075
20958,6079
20959,6083
20960,6087
20961,6091
20962,6095
20963,6099
20964,6103
20965,6107
20966,6111
20967,6115
20968,6119
20969,6123
20970,6127
20971,6131
20972,6135
20973,6139
20974,6143
20975,6147
20976,6056
20977,6060
20978,6064
20979,6068
20980,6072
20981,6076
20982,6080
20983,6084
20984,6088
20985,6092
20986,6096
20987,6100
20988,6104
20989,6108
20990,6112
20991,6116
20992,6120
20993,6124
20994,6128
20995,6132
20996,6136
20997,6140
20998,6144
20999,6148
21000,6057
21001,6061
21002,6065
21003,6069
21004,6073
21005,6077
21006,6081
21007,6085
21008,6089
21009,6093
21010,6097
21011,6101
21012,6105
21013,6109
21014,6113
21015,6117
21016,6121
21017,6125
21018,6129
21019,6133
21020,6137
21021,6141
21022,6145
21023,6149
21024,6058
21025,6062
21026,6066
21027,6070
21028,6074
21029,6078
21030,6082
21031,6086
21032,6090
21033,6094
21034,6098
21035,6102
21036,6106
21037,6110
21038,6114
21039,6118
21040,6122
21041,6126
21042,6130
21043,6134
21044,6138
21045,6142
21046,6146
21047,6150
21048,6059
21049,6063
21050,6067
21051,6071
21052,6075
21053,6079
21054,6083
21055,6087
21056,6091
21057,6095
21058,6099
21059,6103
21060,6107
21061,6111
21062,6115
21063,6119
21064,6123
21065,6127
21066,6131
21067,6135
21068,6139
21069,6143
21070,6147
21071,6151
21072,6060
21073,6064
21074,6068
21075,6072
21076,6076
21077,6080
21078,6084
21079,6088
21080,6092
21081,6096
21082,6100
21083,6104
21084,6108
21085,6112
21086,6116
21087,6120
21088,6124
21089,6128
21090,6132
21091,6136
21092,6140
21093,6144
21094,6148
21095,6152
21096,6061
21097,6065
21098,6069
21099,6073
21100,6077
21101,6081
21102,6085
21103,6089
21104,6093
21105,6097
21106,6101
21107,6105
21108,6109
21109,6113
21110,6117
21111,6121
21112,6125
21113,6129
21114,6133
21115,6137
21116,6141
21117,6145
21118,6149
21119,6153
21120,6062
21121,6066
21122,6070
21123,6074
21124,6078
21125,6082
21126,6086
21127,6090
21128,6094
21129,6098
21130,6102
21131,6106
21132,6110
21133,6114
21134,6118
21135,6122
21136,6126
21137,6130
21138,6134
21139,6138
21140,6142
21141,6146
21142,6150
21143,6154
21144,6034
21145,6038
21146,6042
21147,6046
21148,6050
21149,6054
21150,6058
21151,6062
21152,6066
21153,6070
21154,6074
21155,6078
21156,6082
21157,6086
21158,6090
21159,6094
21160,6098
21161,6102
21162,6106
21163,6110
21164,6114
21165,6118
21166,6122
21167,6126
21168,6035
21169,6039
21170,6043
21171,6047
21172,6051
21173,6055
21174,6059
21175,6063
21176,6067
21177,6071
21178,6075
21179,6079
21180,6083
21183,6095
21184,6099
21185,6103
21186,6107
21187,6111
21188,6115
21189,6119
21190,6123
21191,6127
21192,6036
21193,6040
21194,6044
21195,6048
21196,6052
21197,6056
21198,6060
21199,6064
21200,6068
21201,6072
21202,6076
21203,6080
21204,6084
21205,6088
21206,6092
21207,6096
21208,6100
21209,6104
21210,6108
21211,6112
21212,6116
21213,6120
21214,6124
21215,6128
21216,6037
21217,6041
21218,6045
21219,6049
21220,6053
21221,6057
21222,6061
21223,6065
21224,6069
21225,6073
21226,6077
21227,6081
21228,6085
21229,6089
21230,6093
21231,6097
21232,6101
21233,6105
21234,6109
21235,6113
21236,6117
21237,6121
21238,6125
21239,6129
21240,6038
21241,6042
21242,6046
21243,6050
21244,6054
21245,6058
21246,6062
21247,6066
21248,6070
21249,6074
21250,6078
21251,6082
21252,6086
21253,6090
21254,6094
21255,6098
21256,6102
21257,6106
21258,6110
21259,6114
21260,6118
21261,6122
21262,6126
21263,6130
21264,6039
21265,6043
21266,6047
21267,6051
21268,6055
21269,6059
21270,6063
21271,6067
21272,6071
21273,6075
21274,6079
21275,6083
21276,6087
21277,6091
21278,6095
21279,6099
21280,6103
21281,6107
21282,6111
21283,6115
21284,6119
21285,6123
21286,6127
21287,6131
21288,6040
21289,6044
21290,6048
21291,6052
21292,6056
21293,6060
21294,6064
21295,6068
21296,6072
21297,6076
21298,6080
21299,6084
21300,6088
21301,6092
21302,6096
21303,6100
21304,6104
21305,6108
21306,6112
21307,6116
21308,6120
21309,6124
21310,6128
21311,6132
21312,6041
21313,6045
21314,6049
21315,6053
21316,6057
21317,6061
21318,6065
21319,6069
21320,6073
21321,6077
21322,6081
21323,6085
21324,6089
21325,6093
21326,6097
21327,6101
21328,6105
21329,6109
21330,6113
21331,6117
21332,6121
21333,6125
21334,6129
21335,6133
21336,6042
21337,6046
21338,6050
21339,6054
21340,6058
21341,6062
21342,6066
21343,6070
21344,6074
21345,6078
21346,6082
21347,6086
21348,6090
21349,6094
21350,6098
21351,6102
21352,6106
21353,6110
21354,6114
21355,6118
21356,6122
21357,6126
21358,6130
21359,6134
21360,6043
21361,6047
21362,6051
21363,6055
21364,6059
21365,6063
21366,6067
21367,6071
21368,6075
21369,6079
21370,6083
21371,6087
21372,6091
21373,6095
21374,6099
21375,6103
21376,6107
21377,6111
21378,6115
21379,6119
21380,6123
21381,6127
21382,6131
21383,6135
21384,6044
21385,6048
21386,6052
21387,6056
21388,6060
21389,6064
21390,6068
21391,6072
21392,6076
21393,6080
21394,6084
21395,6088
21396,6092
21397,6096
21398,6100
21399,6104
21400,6108
21401,6112
21402,6116
21403,6120
21404,6124
21405,6128
21406,6132
21407,6136
21408,6045
21409,6049
21410,6053
21411,6057
21412,6061
21413,6065
21414,6069
21415,6073
21416,6077
21417,6081
21418,6085
21419,6089
21420,6093
21421,6097
21422,6101
21423,6105
21424,6109
21425,6113
21426,6117
21427,6121
21428,6125
21429,6129
21430,6133
21431,6137
21432,6046
21433,6050
21434,6054
21435,6058
21436,6062
21437,6066
21438,6070
21439,6074
21440,6078
21441,6082
21442,6086
21443,6090
21444,6094
21445,6098
21446,6102
21447,6106
21448,6110
21449,6114
21450,6118
21451,6122
21452,6126
21453,6130
21454,6134
21455,6138
21456,6047
21457,6051
21458,6055
21459,6059
21460,6063
21461,6067
21462,6071
21463,6075
21464,6079
21465,6083
21466,6087
21467,6091
21468,6095
21469,6099
21470,6103
21471,6107
21472,6111
21473,6115
21474,6119
21475,6123
21476,6127
21477,6131
21478,6135
21479,6139
21480,6048
21481,6052
21482,6056
21483,6060
21484,6064
21485,6068
21486,6072
21487,6076
21488,6080
21489,6084
21490,6088
21491,6092
21492,6096
21493,6100
21494,6104
21495,6108
21496,6112
21497,6116
21498,6120
21499,6124
21500,6128
21501,6132
21502,6136
21503,6140
21504,6049
21505,6053
21506,6057
21507,6061
21508,6065
21509,6069
21510,6073
21511,6077
21512,6081
21513,6085
21514,6089
21515,6093
21516,6097
21517,6101
21518,6105
21519,6109
21520,6113
21521,6117
21522,6121
21523,6125
21524,6129
21525,6133
21526,6137
21527,6141
21528,6050
21529,6054
21530,6058
21531,6062
21532,6066
21533,6070
21534,6074
21535,6078
21536,6082
21537,6086
21538,6090
21539,6094
21540,6098
21541,6102
21542,6106
21543,6110
21544,6114
21545,6118
21546,6122
21547,6126
21548,6130
21549,6134
21550,6138
21551,6142
21552,6051
21553,6055
21554,6059
21555,6063
21556,6067
21557,6071
21558,6075
21559,6079
21560,6083
21561,6087
21562,6091
21563,6095
21564,6099
21565,6103
21566,6107
21567,6111
21568,6115
21569,6119
21570,6123
21571,6127
21572,6131
21573,6135
21574,6139
21575,6143
21576,6052
21577,6056
21578,6060
21579,6064
21580,6068
21581,6072
21582,6076
21583,6080
21584,6084
21585,6088
21586,6092
21587,6096
21588,6100
21589,6104
21590,6108
21591,6112
21592,6116
21593,6120
21594,6124
21595,6128
21596,6132
21597,6136
21598,6140
21599,6144
21600,6053
21601,6057
21602,6061
21603,6065
21604,6069
21605,6073
21606,6077
21607,6081
21608,6085
21609,6089
21610,6093
21611,6097
21612,6101
21613,6105
21614,6109
21615,6113
21616,6117
21617,6121
21618,6125
21619,6129
21620,6133
21621,6137
21622,6141
21623,6145
21624,6054
21625,6058
21626,6062
21627,6066
21628,6070
21629,6074
21630,6078
21631,6082
21632,6086
21633,6090
21634,6094
21635,6098
21636,6102
21637,6106
21638,6110
21639,6114
21640,6118
21641,6122
21642,6126
21643,6130
21644,6134
21645,6138
21646,6142
21647,6146
21648,6055
21649,6059
21650,6063
21651,6067
21652,6071
21653,6075
21654,6079
21655,6083
21656,6087
21657,6091
21658,6095
21659,6099
21660,6103
21661,6107
21662,6111
21663,6115
21664,6119
21665,6123
21666,6127
21667,6131
21668,6135
21669,6139
21670,6143
21671,6147
21672,6056
21673,6060
21674,6064
21675,6068
21676,6072
21677,6076
21678,6080
21679,6084
21680,6088
21681,6092
21682,6096
21683,6100
21684,6104
21685,6108
21686,6112
21687,6116
21688,6120
21689,6124
21690,6128
21691,6132
21692,6136
21693,6140
21694,6144
21695,6148
21696,6057
21697,6061
21698,6065
21699,6069
21700,6073
21701,6077
21702,6081
21703,6085
21704,6089
21705,6093
21706,6097
21707,6101
21708,6105
21709,6109
21710,6113
21711,6117
21712,6121
21713,6125
21714,6129
21715,6133
21716,6137
21717,6141
21718,6145
21719,6149
21720,6058
21721,6062
21722,6066
21723,6070
21724,6074
21725,6078
21726,6082
21727,6086
21728,6090
21729,6094
21730,6098
21731,6102
21732,6106
21733,6110
21734,6114
21735,6118
21736,6122
21737,6126
21738,6130
21739,6134
21740,6138
21741,6142
21742,6146
21743,6150
21744,6059
21745,6063
21746,6067
21747,6071
21748,6075
21749,6079
21750,6083
21751,6087
21752,6091
21753,6095
21754,6099
21755,6103
21756,6107
21757,6111
21758,6115
21759,6119
21760,6123
21761,6127
21762,6131
21763,6135
21764,6139
21765,6143
21766,6147
21767,6151
21768,6060
21769,6064
21770,6068
21771,6072
21772,6076
21773,6080
21774,6084
21775,6088
21776,6092
21777,6096
21778,6100
21779,6104
21780,6108
21781,6112
21782,6116
21783,6120
21784,6124
21785,6128
21786,6132
21787,6136
21788,6140
21789,6144
21790,6148
21791,6152
21792,6061
21793,6065
21794,6069
21795,6073
21796,6077
21797,6081
21798,6085
21799,6089
21800,6093
21801,6097
21802,6101
21803,6105
21804,6109
21805,6113
21806,6117
21807,6121
21808,6125
21809,6129
21810,6133
21811,6137
21812,6141
21813,6145
21814,6149
21815,6153
21816,6062
21817,6066
21818,6070
21819,6074
21820,6078
21821,6082
21822,6086
21823,6090
21824,6094
21825,6098
21826,6102
21827,6106
21828,6110
21829,6114
21830,6118
21831,6122
21832,6126
21833,6130
21834,6134
21835,6138
21836,6142
21837,6146
21838,6150
21839,6154
21840,6063
21841,6067
21842,6071
21843,6075
21844,6079
21845,6083
21846,6087
21847,6091
21848,6095
21849,6099
21850,6103
21851,6107
21852,6111
21853,6115
21854,6119
21855,6123
21856,6127
21857,6131
21858,6135
21859,6139
21860,6143
21861,6147
21862,6151
21863,6155
21864,6036
21865,6040
21866,6044
21867,6048
21868,6052
21869,6056
21870,6060
21871,6064
21872,6068
21873,6072
21874,6076
21875,6080
21876,6084
21877,6088
21878,6092
21879,6096
21880,6100
21881,6104
21882,6108
21883,6112
21884,6116
21885,6120
21886,6124
21887,6128
21888,6037
21889,6041
21890,6045
21891,6049
21892,6053
21893,6057
21894,6061
21895,6065
21896,6069
21897,6073
21898,6077
21899,6081
21900,6085
21901,6089
21902,6093
21903,6097
21904,6101
21905,6105
21906,6109
21907,6113
21908,6117
21909,6121
21910,6125
21911,6129
21912,6038
21913,6042
21914,6046
21915,6050
21916,6054
21917,6058
21918,6062
21919,6066
21920,6070
21921,6074
21922,6078
21923,6082
21924,6086
21925,6090
21926,6094
21927,6098
21928,6102
21929,6106
21930,6110
21931,6114
21932,6118
21933,6122
21934,6126
